,Date,Ozone,CO,SO2,NO2,PM10,PM2.5,Station,Year,Month,DayName,Season,AQI,AQI_Category,Zone
0,2021-01-08,18.48,0.88,9.89,19.15,59.77,45.89,"DTU, Delhi - CPCB",2021,1,Friday,winter,59.77,2,North West Delhi
1,2021-02-08,17.44,0.98,12.87,21.79,56.22,44.42,"DTU, Delhi - CPCB",2021,2,Monday,winter,56.22,2,North West Delhi
2,2021-03-08,13.18,0.54,13.88,23.08,53.49,33.9,"DTU, Delhi - CPCB",2021,3,Monday,summer,53.49,2,North West Delhi
3,2021-04-08,19.4,0.5,12.16,23.56,69.66,35.7,"DTU, Delhi - CPCB",2021,4,Thursday,summer,69.66,2,North West Delhi
4,2021-05-08,21.78,0.54,12.05,24.25,86.49,48.55,"DTU, Delhi - CPCB",2021,5,Saturday,summer,86.49,2,North West Delhi
5,2021-06-08,20.77,0.64,8.86,38.81,91.74,42.44,"DTU, Delhi - CPCB",2021,6,Tuesday,monsoon,91.74,2,North West Delhi
6,2021-07-08,15.96,0.81,8.28,24.04,98.51,57.15,"DTU, Delhi - CPCB",2021,7,Thursday,monsoon,98.51,2,North West Delhi
7,2021-08-08,13.84,0.89,7.55,28.19,64.09,49.75,"DTU, Delhi - CPCB",2021,8,Sunday,monsoon,64.09,2,North West Delhi
8,2021-09-08,14.77,1.19,7.7,30.15,88.0,58.02,"DTU, Delhi - CPCB",2021,9,Wednesday,pre-monsoon,88.0,2,North West Delhi
9,2021-10-08,14.54,0.58,7.71,29.09,149.79,46.72,"DTU, Delhi - CPCB",2021,10,Friday,pre-monsoon,149.79,3,North West Delhi
10,2021-11-08,15.95,0.48,8.15,44.66,164.97,53.16,"DTU, Delhi - CPCB",2021,11,Monday,pre-monsoon,164.97,3,North West Delhi
11,2021-12-08,39.92,0.41,8.24,26.57,151.31,40.67,"DTU, Delhi - CPCB",2021,12,Wednesday,winter,151.31,3,North West Delhi
12,2021-08-13,66.02,0.47,7.46,22.04,167.99,41.29,"DTU, Delhi - CPCB",2021,8,Friday,monsoon,167.99,3,North West Delhi
13,2021-08-14,68.92,0.43,7.37,23.75,190.31,42.79,"DTU, Delhi - CPCB",2021,8,Saturday,monsoon,190.31,3,North West Delhi
14,2021-08-15,68.21,0.43,8.16,20.61,123.48,37.18,"DTU, Delhi - CPCB",2021,8,Sunday,monsoon,123.48,3,North West Delhi
15,2021-08-16,57.5,0.48,7.28,20.99,134.95,40.98,"DTU, Delhi - CPCB",2021,8,Monday,monsoon,134.95,3,North West Delhi
16,2021-08-17,53.16,0.63,7.48,18.93,159.26,55.64,"DTU, Delhi - CPCB",2021,8,Tuesday,monsoon,159.26,3,North West Delhi
17,2021-08-18,57.0,0.75,7.54,21.59,167.05,66.42,"DTU, Delhi - CPCB",2021,8,Wednesday,monsoon,167.05,3,North West Delhi
18,2021-08-19,64.39,1.02,7.75,30.64,181.2,84.47,"DTU, Delhi - CPCB",2021,8,Thursday,monsoon,181.2,3,North West Delhi
19,2021-08-20,56.36,0.68,9.13,24.28,66.46,45.09,"DTU, Delhi - CPCB",2021,8,Friday,monsoon,66.46,2,North West Delhi
20,2021-08-21,45.26,0.57,7.63,24.01,24.6,28.0,"DTU, Delhi - CPCB",2021,8,Saturday,monsoon,45.26,0,North West Delhi
21,2021-08-22,39.06,0.94,7.44,46.07,46.83,38.59,"DTU, Delhi - CPCB",2021,8,Sunday,monsoon,46.83,0,North West Delhi
22,2021-08-23,41.03,0.78,6.6,30.66,71.74,41.84,"DTU, Delhi - CPCB",2021,8,Monday,monsoon,71.74,2,North West Delhi
23,2021-08-24,39.93,1.07,7.41,29.03,93.19,51.28,"DTU, Delhi - CPCB",2021,8,Tuesday,monsoon,93.19,2,North West Delhi
24,2021-08-25,44.65,0.65,7.61,32.64,141.03,45.47,"DTU, Delhi - CPCB",2021,8,Wednesday,monsoon,141.03,3,North West Delhi
25,2021-08-26,47.87,0.52,6.86,27.0,158.52,45.32,"DTU, Delhi - CPCB",2021,8,Thursday,monsoon,158.52,3,North West Delhi
26,2021-08-27,41.37,0.47,6.88,29.94,158.08,46.5,"DTU, Delhi - CPCB",2021,8,Friday,monsoon,158.08,3,North West Delhi
27,2021-08-28,31.44,0.77,6.91,38.53,123.63,47.74,"DTU, Delhi - CPCB",2021,8,Saturday,monsoon,123.63,3,North West Delhi
28,2021-08-29,34.54,0.79,7.14,25.47,116.87,58.68,"DTU, Delhi - CPCB",2021,8,Sunday,monsoon,116.87,3,North West Delhi
29,2021-08-30,32.27,0.42,7.63,25.33,46.3,25.59,"DTU, Delhi - CPCB",2021,8,Monday,monsoon,46.3,0,North West Delhi
30,2021-08-31,33.01,0.62,7.24,27.81,39.15,29.47,"DTU, Delhi - CPCB",2021,8,Tuesday,monsoon,39.15,0,North West Delhi
31,2021-01-09,33.35,0.53,7.11,23.23,28.48,31.18,"DTU, Delhi - CPCB",2021,1,Saturday,winter,33.35,0,North West Delhi
32,2021-02-09,34.63,0.93,7.46,22.78,53.21,42.23,"DTU, Delhi - CPCB",2021,2,Tuesday,winter,53.21,2,North West Delhi
33,2021-03-09,33.25,0.56,8.53,27.61,45.6,37.07,"DTU, Delhi - CPCB",2021,3,Tuesday,summer,45.6,0,North West Delhi
34,2021-04-09,29.96,1.3,8.71,32.74,50.65,40.13,"DTU, Delhi - CPCB",2021,4,Friday,summer,50.65,2,North West Delhi
35,2021-05-09,39.8,1.68,9.96,31.81,78.56,48.88,"DTU, Delhi - CPCB",2021,5,Sunday,summer,78.56,2,North West Delhi
36,2021-06-09,45.01,1.56,8.55,33.14,94.23,66.59,"DTU, Delhi - CPCB",2021,6,Wednesday,monsoon,94.23,2,North West Delhi
37,2021-07-09,40.35,0.58,8.55,25.04,70.27,45.95,"DTU, Delhi - CPCB",2021,7,Friday,monsoon,70.27,2,North West Delhi
38,2021-08-09,39.22,0.66,8.7,26.7,73.63,36.32,"DTU, Delhi - CPCB",2021,8,Monday,monsoon,73.63,2,North West Delhi
39,2021-09-09,44.57,0.71,8.88,34.95,80.16,41.9,"DTU, Delhi - CPCB",2021,9,Thursday,pre-monsoon,80.16,2,North West Delhi
40,2021-10-09,38.25,0.58,8.89,30.49,72.74,41.77,"DTU, Delhi - CPCB",2021,10,Saturday,pre-monsoon,72.74,2,North West Delhi
41,2021-11-09,35.2,0.44,8.78,29.61,31.49,31.73,"DTU, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,35.2,0,North West Delhi
42,2021-12-09,34.77,0.56,8.83,25.28,53.58,37.69,"DTU, Delhi - CPCB",2021,12,Thursday,winter,53.58,2,North West Delhi
43,2021-09-13,35.23,0.65,8.89,24.77,51.81,35.27,"DTU, Delhi - CPCB",2021,9,Monday,pre-monsoon,51.81,2,North West Delhi
44,2021-09-14,33.55,0.48,7.69,22.61,67.3,34.25,"DTU, Delhi - CPCB",2021,9,Tuesday,pre-monsoon,67.3,2,North West Delhi
45,2021-09-15,26.56,0.89,3.59,40.22,79.59,35.11,"DTU, Delhi - CPCB",2021,9,Wednesday,pre-monsoon,79.59,2,North West Delhi
46,2021-09-16,22.11,1.22,3.85,39.2,75.33,41.28,"DTU, Delhi - CPCB",2021,9,Thursday,pre-monsoon,75.33,2,North West Delhi
47,2021-09-17,10.26,0.35,3.76,26.73,44.07,23.99,"DTU, Delhi - CPCB",2021,9,Friday,pre-monsoon,44.07,0,North West Delhi
48,2021-09-18,12.81,0.46,3.25,26.44,68.97,78.25,"DTU, Delhi - CPCB",2021,9,Saturday,pre-monsoon,78.25,2,North West Delhi
49,2021-09-19,13.78,0.66,2.7,34.06,80.86,78.25,"DTU, Delhi - CPCB",2021,9,Sunday,pre-monsoon,80.86,2,North West Delhi
50,2021-09-20,10.96,0.78,2.69,39.9,79.01,78.25,"DTU, Delhi - CPCB",2021,9,Monday,pre-monsoon,79.01,2,North West Delhi
51,2021-09-21,11.53,0.57,4.97,38.84,57.42,35.33,"DTU, Delhi - CPCB",2021,9,Tuesday,pre-monsoon,57.42,2,North West Delhi
52,2021-09-22,9.36,0.54,8.21,43.39,57.48,39.2,"DTU, Delhi - CPCB",2021,9,Wednesday,pre-monsoon,57.48,2,North West Delhi
53,2021-09-23,10.3,0.34,8.31,32.63,68.68,33.85,"DTU, Delhi - CPCB",2021,9,Thursday,pre-monsoon,68.68,2,North West Delhi
54,2021-09-24,11.16,0.41,8.13,28.98,45.57,31.2,"DTU, Delhi - CPCB",2021,9,Friday,pre-monsoon,45.57,0,North West Delhi
55,2021-09-25,11.41,0.36,8.12,25.04,52.34,29.94,"DTU, Delhi - CPCB",2021,9,Saturday,pre-monsoon,52.34,2,North West Delhi
56,2021-09-26,13.06,0.53,8.19,28.45,60.03,39.82,"DTU, Delhi - CPCB",2021,9,Sunday,pre-monsoon,60.03,2,North West Delhi
57,2021-09-27,12.82,0.7,8.25,32.18,110.73,57.51,"DTU, Delhi - CPCB",2021,9,Monday,pre-monsoon,110.73,3,North West Delhi
58,2021-09-28,12.13,0.57,8.2,32.47,99.35,48.43,"DTU, Delhi - CPCB",2021,9,Tuesday,pre-monsoon,99.35,2,North West Delhi
59,2021-09-29,12.02,0.72,8.09,29.83,95.02,44.98,"DTU, Delhi - CPCB",2021,9,Wednesday,pre-monsoon,95.02,2,North West Delhi
60,2021-09-30,12.77,0.88,7.29,32.85,80.39,34.88,"DTU, Delhi - CPCB",2021,9,Thursday,pre-monsoon,80.39,2,North West Delhi
61,2021-01-10,14.74,1.24,9.12,38.56,137.83,56.87,"DTU, Delhi - CPCB",2021,1,Sunday,winter,137.83,3,North West Delhi
62,2021-02-10,14.66,0.74,8.2,28.64,107.55,66.65,"DTU, Delhi - CPCB",2021,2,Wednesday,winter,107.55,3,North West Delhi
63,2021-03-10,14.95,0.64,8.64,23.52,106.1,46.59,"DTU, Delhi - CPCB",2021,3,Wednesday,summer,106.1,3,North West Delhi
64,2021-04-10,15.15,0.61,8.79,20.43,105.88,37.73,"DTU, Delhi - CPCB",2021,4,Saturday,summer,105.88,3,North West Delhi
65,2021-05-10,22.7,0.79,9.17,33.02,96.77,41.88,"DTU, Delhi - CPCB",2021,5,Monday,summer,96.77,2,North West Delhi
66,2021-06-10,20.95,0.69,9.52,28.48,92.96,45.09,"DTU, Delhi - CPCB",2021,6,Thursday,monsoon,92.96,2,North West Delhi
67,2021-07-10,33.12,0.87,9.55,44.95,117.52,64.65,"DTU, Delhi - CPCB",2021,7,Saturday,monsoon,117.52,3,North West Delhi
68,2021-08-10,38.89,1.13,7.71,40.87,179.04,68.31,"DTU, Delhi - CPCB",2021,8,Tuesday,monsoon,179.04,3,North West Delhi
69,2021-09-10,37.67,1.22,7.74,52.39,214.39,79.29,"DTU, Delhi - CPCB",2021,9,Friday,pre-monsoon,214.39,4,North West Delhi
70,2021-10-10,37.77,1.39,7.74,44.57,186.18,77.59,"DTU, Delhi - CPCB",2021,10,Sunday,pre-monsoon,186.18,3,North West Delhi
71,2021-11-10,36.23,1.78,8.22,46.88,207.03,79.17,"DTU, Delhi - CPCB",2021,11,Wednesday,pre-monsoon,207.03,4,North West Delhi
72,2021-12-10,38.5,1.48,7.93,44.2,199.22,79.44,"DTU, Delhi - CPCB",2021,12,Friday,winter,199.22,3,North West Delhi
73,2021-10-13,57.19,0.96,7.78,31.41,181.8,75.56,"DTU, Delhi - CPCB",2021,10,Wednesday,pre-monsoon,181.8,3,North West Delhi
74,2021-10-14,61.36,0.99,7.8,42.55,182.05,76.6,"DTU, Delhi - CPCB",2021,10,Thursday,pre-monsoon,182.05,3,North West Delhi
75,2021-10-15,55.28,1.37,8.0,49.88,194.26,99.7,"DTU, Delhi - CPCB",2021,10,Friday,pre-monsoon,194.26,3,North West Delhi
76,2021-10-16,50.33,1.85,8.14,50.86,248.36,145.48,"DTU, Delhi - CPCB",2021,10,Saturday,pre-monsoon,248.36,4,North West Delhi
77,2021-10-17,34.06,1.9,8.07,48.41,260.6,224.0,"DTU, Delhi - CPCB",2021,10,Sunday,pre-monsoon,260.6,4,North West Delhi
78,2021-10-18,27.19,0.51,7.84,24.42,22.37,27.65,"DTU, Delhi - CPCB",2021,10,Monday,pre-monsoon,27.65,0,North West Delhi
79,2021-10-19,35.42,0.81,7.93,27.97,81.37,48.43,"DTU, Delhi - CPCB",2021,10,Tuesday,pre-monsoon,81.37,2,North West Delhi
80,2021-10-20,37.59,1.63,6.9,54.74,183.52,116.65,"DTU, Delhi - CPCB",2021,10,Wednesday,pre-monsoon,183.52,3,North West Delhi
81,2021-10-21,35.41,1.39,5.82,58.77,208.51,82.51,"DTU, Delhi - CPCB",2021,10,Thursday,pre-monsoon,208.51,4,North West Delhi
82,2021-10-22,29.88,0.93,5.88,46.57,160.18,77.12,"DTU, Delhi - CPCB",2021,10,Friday,pre-monsoon,160.18,3,North West Delhi
83,2021-10-23,26.86,2.39,5.31,73.91,150.32,155.65,"DTU, Delhi - CPCB",2021,10,Saturday,pre-monsoon,155.65,3,North West Delhi
84,2021-10-24,38.79,1.33,4.99,54.14,114.8,78.25,"DTU, Delhi - CPCB",2021,10,Sunday,pre-monsoon,114.8,3,North West Delhi
85,2021-10-25,42.25,0.92,4.71,36.95,67.29,78.25,"DTU, Delhi - CPCB",2021,10,Monday,pre-monsoon,78.25,2,North West Delhi
86,2021-10-26,39.95,1.25,4.75,44.68,127.72,63.12,"DTU, Delhi - CPCB",2021,10,Tuesday,pre-monsoon,127.72,3,North West Delhi
87,2021-10-27,45.57,1.6,4.99,55.06,193.14,94.53,"DTU, Delhi - CPCB",2021,10,Wednesday,pre-monsoon,193.14,3,North West Delhi
88,2021-10-28,42.99,2.07,5.41,62.98,216.63,166.48,"DTU, Delhi - CPCB",2021,10,Thursday,pre-monsoon,216.63,4,North West Delhi
89,2021-10-29,31.06,1.88,5.71,67.24,230.99,164.44,"DTU, Delhi - CPCB",2021,10,Friday,pre-monsoon,230.99,4,North West Delhi
90,2021-10-30,42.39,1.42,5.51,63.88,198.8,122.44,"DTU, Delhi - CPCB",2021,10,Saturday,pre-monsoon,198.8,3,North West Delhi
91,2021-10-31,40.01,1.64,5.8,56.07,245.63,142.65,"DTU, Delhi - CPCB",2021,10,Sunday,pre-monsoon,245.63,4,North West Delhi
92,2021-01-11,28.41,2.6450000000000005,7.55,97.32,255.77,151.11,"DTU, Delhi - CPCB",2021,1,Monday,winter,255.77,4,North West Delhi
93,2021-02-11,34.32,2.58,6.4,76.1,237.8,137.05,"DTU, Delhi - CPCB",2021,2,Thursday,winter,237.8,4,North West Delhi
94,2021-03-11,31.81,2.6450000000000005,7.33,95.15,277.81,172.52,"DTU, Delhi - CPCB",2021,3,Thursday,summer,277.81,4,North West Delhi
95,2021-04-11,30.77,2.6450000000000005,8.67,67.34,380.04,271.39,"DTU, Delhi - CPCB",2021,4,Sunday,summer,380.04,1,North West Delhi
96,2021-05-11,24.64,2.6450000000000005,9.42,68.63,492.19,275.97,"DTU, Delhi - CPCB",2021,5,Tuesday,summer,492.19,1,North West Delhi
97,2021-06-11,35.37,2.47,8.49,58.21,348.85,248.18,"DTU, Delhi - CPCB",2021,6,Friday,monsoon,348.85,1,North West Delhi
98,2021-07-11,36.57,2.52,8.55,73.39,356.91,235.88,"DTU, Delhi - CPCB",2021,7,Sunday,monsoon,356.91,1,North West Delhi
99,2021-08-11,37.4,2.45,8.44,81.6,338.15,209.2,"DTU, Delhi - CPCB",2021,8,Wednesday,monsoon,338.15,1,North West Delhi
100,2021-09-11,32.88,2.6450000000000005,8.62,87.7,380.89,78.25,"DTU, Delhi - CPCB",2021,9,Saturday,pre-monsoon,380.89,1,North West Delhi
101,2021-10-11,28.78,2.6450000000000005,8.75,100.53999999999999,317.7,252.45,"DTU, Delhi - CPCB",2021,10,Monday,pre-monsoon,317.7,1,North West Delhi
102,2021-11-11,20.39,2.6450000000000005,7.75,100.53999999999999,434.16,277.42749999999995,"DTU, Delhi - CPCB",2021,11,Thursday,pre-monsoon,434.16,1,North West Delhi
103,2021-12-11,23.8,2.6450000000000005,7.96,100.53999999999999,451.81,277.42749999999995,"DTU, Delhi - CPCB",2021,12,Saturday,winter,451.81,1,North West Delhi
104,2021-11-13,29.3,2.6450000000000005,7.85,22.52,348.41,277.42749999999995,"DTU, Delhi - CPCB",2021,11,Saturday,pre-monsoon,348.41,1,North West Delhi
105,2021-11-14,26.54,2.34,8.04,13.21,287.86,222.71,"DTU, Delhi - CPCB",2021,11,Sunday,pre-monsoon,287.86,4,North West Delhi
106,2021-11-15,26.84,2.16,7.76,12.06,283.28,224.86,"DTU, Delhi - CPCB",2021,11,Monday,pre-monsoon,283.28,4,North West Delhi
107,2021-11-16,32.47,2.16,7.89,11.42,331.05,277.42749999999995,"DTU, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,331.05,1,North West Delhi
108,2021-11-17,34.0,2.41,8.23,11.22,287.99,240.34,"DTU, Delhi - CPCB",2021,11,Wednesday,pre-monsoon,287.99,4,North West Delhi
109,2021-11-18,32.82,2.6450000000000005,8.7,11.22,311.51,252.34,"DTU, Delhi - CPCB",2021,11,Thursday,pre-monsoon,311.51,1,North West Delhi
110,2021-11-19,16.25,2.6450000000000005,8.2,11.75,349.99,277.42749999999995,"DTU, Delhi - CPCB",2021,11,Friday,pre-monsoon,349.99,1,North West Delhi
111,2021-11-20,16.4,1.86,8.46,11.58,279.56,227.78,"DTU, Delhi - CPCB",2021,11,Saturday,pre-monsoon,279.56,4,North West Delhi
112,2021-11-21,32.5,1.12,7.76,10.55,221.87,182.25,"DTU, Delhi - CPCB",2021,11,Sunday,pre-monsoon,221.87,4,North West Delhi
113,2021-11-22,34.58,0.9,9.0,10.39,244.82,151.6,"DTU, Delhi - CPCB",2021,11,Monday,pre-monsoon,244.82,4,North West Delhi
114,2021-11-23,24.65,1.85,9.26,11.78,254.28,174.02,"DTU, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,254.28,4,North West Delhi
115,2021-11-24,40.12,2.6450000000000005,9.13,14.12,370.8,277.42749999999995,"DTU, Delhi - CPCB",2021,11,Wednesday,pre-monsoon,370.8,1,North West Delhi
116,2021-11-25,30.88,2.6450000000000005,9.34,13.27,389.01,277.42749999999995,"DTU, Delhi - CPCB",2021,11,Thursday,pre-monsoon,389.01,1,North West Delhi
117,2021-11-26,36.52,2.6450000000000005,9.3,12.56,337.28,277.22,"DTU, Delhi - CPCB",2021,11,Friday,pre-monsoon,337.28,1,North West Delhi
118,2021-11-27,57.1,2.6450000000000005,11.33,13.71,363.55,277.42749999999995,"DTU, Delhi - CPCB",2021,11,Saturday,pre-monsoon,363.55,1,North West Delhi
119,2021-11-28,46.81,2.21,10.07,11.24,321.76,258.95,"DTU, Delhi - CPCB",2021,11,Sunday,pre-monsoon,321.76,1,North West Delhi
120,2021-11-29,50.73,2.13,10.6,11.45,285.13,220.47,"DTU, Delhi - CPCB",2021,11,Monday,pre-monsoon,285.13,4,North West Delhi
121,2021-11-30,56.62,1.37,10.06,10.92,247.68,184.6,"DTU, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,247.68,4,North West Delhi
122,2021-01-12,32.43,2.27,6.14,11.05,358.33,276.66,"DTU, Delhi - CPCB",2021,1,Tuesday,winter,358.33,1,North West Delhi
123,2021-02-12,31.07,1.91,6.02,10.65,325.51,277.42749999999995,"DTU, Delhi - CPCB",2021,2,Friday,winter,325.51,1,North West Delhi
124,2021-03-12,35.18,1.75,5.37,10.55,265.58,213.08,"DTU, Delhi - CPCB",2021,3,Friday,summer,265.58,4,North West Delhi
125,2021-04-12,36.75,2.6450000000000005,5.98,11.35,269.59,207.73,"DTU, Delhi - CPCB",2021,4,Monday,summer,269.59,4,North West Delhi
126,2021-05-12,32.11,2.6450000000000005,6.44,12.29,289.04,231.11,"DTU, Delhi - CPCB",2021,5,Wednesday,summer,289.04,4,North West Delhi
127,2021-06-12,40.96,0.92,5.22,10.4,179.13,128.13,"DTU, Delhi - CPCB",2021,6,Saturday,monsoon,179.13,3,North West Delhi
128,2021-07-12,43.03,1.17,5.14,33.125,172.2,113.39,"DTU, Delhi - CPCB",2021,7,Monday,monsoon,172.2,3,North West Delhi
129,2021-08-12,42.46,1.56,5.7,33.125,206.36,153.68,"DTU, Delhi - CPCB",2021,8,Thursday,monsoon,206.36,4,North West Delhi
130,2021-09-12,36.09,1.95,7.02,33.125,280.16,182.29,"DTU, Delhi - CPCB",2021,9,Sunday,pre-monsoon,280.16,4,North West Delhi
131,2021-10-12,37.94,1.7,5.91,33.125,231.66,167.59,"DTU, Delhi - CPCB",2021,10,Tuesday,pre-monsoon,231.66,4,North West Delhi
132,2021-11-12,43.22,1.88,5.73,33.125,215.24,149.98,"DTU, Delhi - CPCB",2021,11,Friday,pre-monsoon,215.24,4,North West Delhi
133,2021-12-12,39.75,2.6450000000000005,6.21,33.125,221.56,151.78,"DTU, Delhi - CPCB",2021,12,Sunday,winter,221.56,4,North West Delhi
134,2021-12-13,36.15,2.6450000000000005,7.75,33.125,311.97,258.64,"DTU, Delhi - CPCB",2021,12,Monday,winter,311.97,1,North West Delhi
135,2021-12-14,38.44,2.6450000000000005,7.21,33.125,322.68,261.85,"DTU, Delhi - CPCB",2021,12,Tuesday,winter,322.68,1,North West Delhi
136,2021-12-15,47.97,2.03,5.9,33.125,239.95,190.32,"DTU, Delhi - CPCB",2021,12,Wednesday,winter,239.95,4,North West Delhi
137,2021-12-16,46.07,1.89,6.23,33.125,274.89,229.93,"DTU, Delhi - CPCB",2021,12,Thursday,winter,274.89,4,North West Delhi
138,2021-12-17,65.35,1.3,5.82,33.125,185.74,153.32,"DTU, Delhi - CPCB",2021,12,Friday,winter,185.74,3,North West Delhi
139,2021-12-18,50.7,1.52,5.53,33.125,171.58,133.5,"DTU, Delhi - CPCB",2021,12,Saturday,winter,171.58,3,North West Delhi
140,2021-12-19,49.59,1.48,5.64,33.125,199.06,153.98,"DTU, Delhi - CPCB",2021,12,Sunday,winter,199.06,3,North West Delhi
141,2021-12-20,42.68,2.6450000000000005,6.68,33.125,289.21,224.97,"DTU, Delhi - CPCB",2021,12,Monday,winter,289.21,4,North West Delhi
142,2021-12-21,32.37,2.6450000000000005,7.9,33.125,383.73,277.42749999999995,"DTU, Delhi - CPCB",2021,12,Tuesday,winter,383.73,1,North West Delhi
143,2021-12-22,27.96,2.6450000000000005,8.41,33.125,413.08,277.42749999999995,"DTU, Delhi - CPCB",2021,12,Wednesday,winter,413.08,1,North West Delhi
144,2021-12-23,35.02,2.6450000000000005,10.29,33.125,481.31,277.42749999999995,"DTU, Delhi - CPCB",2021,12,Thursday,winter,481.31,1,North West Delhi
145,2021-12-24,31.14,2.6450000000000005,10.72,33.125,438.74,277.42749999999995,"DTU, Delhi - CPCB",2021,12,Friday,winter,438.74,1,North West Delhi
146,2021-12-25,31.15,2.6450000000000005,9.69,33.125,460.57,277.42749999999995,"DTU, Delhi - CPCB",2021,12,Saturday,winter,460.57,1,North West Delhi
147,2021-12-26,32.49,2.6450000000000005,9.38,33.125,468.02,277.42749999999995,"DTU, Delhi - CPCB",2021,12,Sunday,winter,468.02,1,North West Delhi
148,2021-12-27,30.76,1.2,7.33,33.125,124.68,105.85,"DTU, Delhi - CPCB",2021,12,Monday,winter,124.68,3,North West Delhi
149,2021-12-28,28.12,2.29,8.24,33.125,196.01,154.38,"DTU, Delhi - CPCB",2021,12,Tuesday,winter,196.01,3,North West Delhi
150,2021-12-29,33.1,1.93,8.38,33.125,188.48,140.23,"DTU, Delhi - CPCB",2021,12,Wednesday,winter,188.48,3,North West Delhi
151,2021-12-30,34.15,1.84,7.79,33.125,236.25,180.06,"DTU, Delhi - CPCB",2021,12,Thursday,winter,236.25,4,North West Delhi
152,2021-12-31,32.06,2.02,7.08,33.125,246.02,193.26,"DTU, Delhi - CPCB",2021,12,Friday,winter,246.02,4,North West Delhi
153,2022-01-01,32.37,2.6450000000000005,7.78,33.125,300.41,258.39,"DTU, Delhi - CPCB",2022,1,Saturday,winter,300.41,1,North West Delhi
154,2022-02-01,29.64,2.6450000000000005,8.06,33.125,325.39,277.42749999999995,"DTU, Delhi - CPCB",2022,2,Tuesday,winter,325.39,1,North West Delhi
155,2022-03-01,31.7,2.6450000000000005,8.01,33.125,376.27,277.42749999999995,"DTU, Delhi - CPCB",2022,3,Tuesday,summer,376.27,1,North West Delhi
156,2022-04-01,28.56,2.6450000000000005,7.87,33.125,318.67,253.02,"DTU, Delhi - CPCB",2022,4,Friday,summer,318.67,1,North West Delhi
157,2022-05-01,26.9,2.6450000000000005,8.01,33.125,319.14,277.42749999999995,"DTU, Delhi - CPCB",2022,5,Sunday,summer,319.14,1,North West Delhi
158,2022-06-01,27.78,1.81,6.93,33.125,130.96,110.85,"DTU, Delhi - CPCB",2022,6,Wednesday,monsoon,130.96,3,North West Delhi
159,2022-07-01,27.84,1.35,6.56,33.125,87.91,69.03,"DTU, Delhi - CPCB",2022,7,Friday,monsoon,87.91,2,North West Delhi
160,2022-08-01,27.01,1.1,6.54,33.125,53.88,48.56,"DTU, Delhi - CPCB",2022,8,Monday,monsoon,53.88,2,North West Delhi
161,2022-09-01,27.27,0.87,6.29,33.125,44.1,39.3,"DTU, Delhi - CPCB",2022,9,Thursday,pre-monsoon,44.1,0,North West Delhi
162,2022-10-01,31.21,1.24,7.5,33.125,99.65,86.47,"DTU, Delhi - CPCB",2022,10,Saturday,pre-monsoon,99.65,2,North West Delhi
163,2022-11-01,34.49,1.22,7.52,33.125,113.94,93.69,"DTU, Delhi - CPCB",2022,11,Tuesday,pre-monsoon,113.94,3,North West Delhi
164,2022-12-01,30.86,1.49,7.75,33.125,161.38,115.58,"DTU, Delhi - CPCB",2022,12,Thursday,winter,161.38,3,North West Delhi
165,2022-01-13,33.83,1.92,12.11,33.125,217.25,156.23,"DTU, Delhi - CPCB",2022,1,Thursday,winter,217.25,4,North West Delhi
166,2022-01-14,23.39,2.01,13.68,33.125,216.8,161.15,"DTU, Delhi - CPCB",2022,1,Friday,winter,216.8,4,North West Delhi
167,2022-01-15,25.73,1.12,8.21,33.125,197.67,78.25,"DTU, Delhi - CPCB",2022,1,Saturday,winter,197.67,3,North West Delhi
168,2022-01-16,25.73,1.12,8.21,33.125,197.67,78.25,"DTU, Delhi - CPCB",2022,1,Sunday,winter,197.67,3,North West Delhi
169,2022-01-17,25.73,1.12,8.21,33.125,197.67,78.25,"DTU, Delhi - CPCB",2022,1,Monday,winter,197.67,3,North West Delhi
170,2022-01-18,25.73,1.12,8.21,33.125,197.67,78.25,"DTU, Delhi - CPCB",2022,1,Tuesday,winter,197.67,3,North West Delhi
171,2022-01-19,25.73,1.12,8.21,33.125,197.67,78.25,"DTU, Delhi - CPCB",2022,1,Wednesday,winter,197.67,3,North West Delhi
172,2022-01-20,25.73,1.12,8.21,33.125,197.67,78.25,"DTU, Delhi - CPCB",2022,1,Thursday,winter,197.67,3,North West Delhi
173,2022-01-21,28.03,2.6450000000000005,10.27,9.76,419.02,277.42749999999995,"DTU, Delhi - CPCB",2022,1,Friday,winter,419.02,1,North West Delhi
174,2022-01-22,19.13,1.93,9.0,9.65,170.95,146.49,"DTU, Delhi - CPCB",2022,1,Saturday,winter,170.95,3,North West Delhi
175,2022-01-23,20.27,1.56,7.93,9.59,128.02,112.86,"DTU, Delhi - CPCB",2022,1,Sunday,winter,128.02,3,North West Delhi
176,2022-01-24,19.4,2.2,8.39,9.6,162.36,136.58,"DTU, Delhi - CPCB",2022,1,Monday,winter,162.36,3,North West Delhi
177,2022-01-25,19.53,1.96,8.21,9.58,164.14,117.64,"DTU, Delhi - CPCB",2022,1,Tuesday,winter,164.14,3,North West Delhi
178,2022-01-26,23.4,1.77,8.6,9.59,179.09,133.37,"DTU, Delhi - CPCB",2022,1,Wednesday,winter,179.09,3,North West Delhi
