,Date,Ozone,CO,SO2,NO2,PM10,PM2.5,Station,Year,Month,DayName,Season,AQI,AQI_Category,Zone
1473,2021-08-14,46.48,0.69,12.91,51.4,119.06,16.13,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Saturday,monsoon,119.06,3,Shahdara
1474,2021-08-15,33.11,0.88,13.52,16.44,113.06,19.82,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Sunday,monsoon,113.06,3,Shahdara
1475,2021-08-16,19.82,0.98,13.96,15.23,120.34,13.44,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Monday,monsoon,120.34,3,Shahdara
1476,2021-08-17,18.21,1.22,6.27,16.74,145.6,17.77,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Tuesday,monsoon,145.6,3,Shahdara
1477,2021-08-18,32.02,1.38,14.34,34.56,134.02,47.31,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Wednesday,monsoon,134.02,3,Shahdara
1478,2021-08-19,34.6,2.34,14.89,52.61,158.0,79.99,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Thursday,monsoon,158.0,3,Shahdara
1479,2021-08-20,22.88,1.49,8.18,33.78,70.92,36.74,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Friday,monsoon,70.92,2,Shahdara
1480,2021-08-21,16.16,1.71,4.2,43.04,37.79,16.22,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Saturday,monsoon,43.04,0,Shahdara
1481,2021-08-22,17.78,1.58,2.53,52.99,61.84,30.99,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Sunday,monsoon,61.84,2,Shahdara
1482,2021-08-23,31.49,2.41,7.44,49.77,94.83,37.46,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Monday,monsoon,94.83,2,Shahdara
1483,2021-08-24,15.61,2.43,8.33,44.37,128.19,36.53,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Tuesday,monsoon,128.19,3,Shahdara
1484,2021-08-25,12.85,2.3,7.02,63.78,150.37,57.78,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Wednesday,monsoon,150.37,3,Shahdara
1485,2021-08-26,15.19,1.14,7.87,35.25,151.9,68.24,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Thursday,monsoon,151.9,3,Shahdara
1486,2021-08-27,15.22,1.01,6.22,30.29,161.28,63.59,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Friday,monsoon,161.28,3,Shahdara
1487,2021-08-28,14.11,1.59,9.27,27.65,129.24,64.35,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Saturday,monsoon,129.24,3,Shahdara
1488,2021-08-29,23.64,2.01,6.26,28.43,116.56,62.29,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Sunday,monsoon,116.56,3,Shahdara
1489,2021-08-30,18.82,1.32,6.99,21.12,42.75,21.2,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Monday,monsoon,42.75,0,Shahdara
1490,2021-08-31,8.37,1.43,6.77,20.12,36.67,20.14,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Tuesday,monsoon,36.67,0,Shahdara
1491,2021-01-09,8.02,0.65,3.14,26.95,36.39,19.84,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,1,Saturday,winter,36.39,0,Shahdara
1492,2021-02-09,9.78,1.91,9.32,17.86,56.98,19.85,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,2,Tuesday,winter,56.98,2,Shahdara
1493,2021-03-09,14.32,2.03,6.1,23.83,81.19,36.17,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,3,Tuesday,summer,81.19,2,Shahdara
1494,2021-04-09,12.4,1.6,6.72,26.27,83.68,36.75,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,4,Friday,summer,83.68,2,Shahdara
1495,2021-05-09,9.98,2.6450000000000005,8.48,27.26,100.6,37.3,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,5,Sunday,summer,100.6,3,Shahdara
1496,2021-06-09,13.64,2.6450000000000005,7.03,37.97,135.57,55.27,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,6,Wednesday,monsoon,135.57,3,Shahdara
1497,2021-07-09,13.89,2.39,10.67,33.89,100.58,40.25,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,7,Friday,monsoon,100.58,3,Shahdara
1498,2021-08-09,14.82,1.75,12.0,39.03,72.41,23.8,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Monday,monsoon,72.41,2,Shahdara
1499,2021-09-09,17.26,1.47,12.82,34.0,89.65,34.77,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Thursday,pre-monsoon,89.65,2,Shahdara
1500,2021-10-09,16.25,1.64,6.49,34.56,87.54,23.41,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Saturday,pre-monsoon,87.54,2,Shahdara
1501,2021-11-09,17.99,1.3,12.18,32.78,52.03,19.1,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,52.03,2,Shahdara
1502,2021-12-09,17.77,1.57,13.66,34.91,73.65,30.39,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Thursday,winter,73.65,2,Shahdara
1503,2021-09-13,12.87,1.55,7.32,32.06,97.33,37.45,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Monday,pre-monsoon,97.33,2,Shahdara
1504,2021-09-14,12.07,1.27,8.11,20.88,67.9,23.97,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Tuesday,pre-monsoon,67.9,2,Shahdara
1505,2021-09-15,16.33,1.77,6.96,20.93,65.74,29.68,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Wednesday,pre-monsoon,65.74,2,Shahdara
1506,2021-09-16,11.92,1.4,10.02,30.2,73.07,26.6,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Thursday,pre-monsoon,73.07,2,Shahdara
1507,2021-09-17,13.29,1.2,7.9,25.68,82.78,33.43,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Friday,pre-monsoon,82.78,2,Shahdara
1508,2021-09-18,17.44,1.08,5.65,27.05,67.07,27.53,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Saturday,pre-monsoon,67.07,2,Shahdara
1509,2021-09-19,18.45,1.24,7.51,27.66,90.67,35.68,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Sunday,pre-monsoon,90.67,2,Shahdara
1510,2021-09-20,19.73,1.59,7.86,27.95,88.19,35.34,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Monday,pre-monsoon,88.19,2,Shahdara
1511,2021-09-21,14.68,1.41,7.04,29.33,82.7,36.1,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Tuesday,pre-monsoon,82.7,2,Shahdara
1512,2021-09-22,17.33,1.05,8.36,33.89,76.22,28.71,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Wednesday,pre-monsoon,76.22,2,Shahdara
1513,2021-09-23,19.59,1.07,14.09,25.9,81.77,32.71,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Thursday,pre-monsoon,81.77,2,Shahdara
1514,2021-09-24,15.63,1.59,7.64,26.18,70.18,28.05,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Friday,pre-monsoon,70.18,2,Shahdara
1515,2021-09-25,15.35,0.96,5.98,23.36,86.24,36.68,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Saturday,pre-monsoon,86.24,2,Shahdara
1516,2021-09-26,17.15,1.18,5.35,25.75,82.35,26.67,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Sunday,pre-monsoon,82.35,2,Shahdara
1517,2021-09-27,16.54,1.48,6.43,26.4,124.92,43.53,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Monday,pre-monsoon,124.92,3,Shahdara
1518,2021-09-28,13.78,1.27,5.88,26.85,107.79,44.39,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Tuesday,pre-monsoon,107.79,3,Shahdara
1519,2021-09-29,14.24,1.26,12.29,32.81,86.95,32.37,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Wednesday,pre-monsoon,86.95,2,Shahdara
1520,2021-09-30,15.55,1.1,6.57,34.34,94.47,42.7,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Thursday,pre-monsoon,94.47,2,Shahdara
1521,2021-01-10,14.09,2.08,6.12,47.98,109.23,54.82,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,1,Sunday,winter,109.23,3,Shahdara
1522,2021-02-10,16.15,1.58,5.94,35.98,120.24,63.57,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,2,Wednesday,winter,120.24,3,Shahdara
1523,2021-03-10,13.29,0.96,5.87,29.66,99.45,42.67,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,3,Wednesday,summer,99.45,2,Shahdara
1524,2021-04-10,14.53,0.76,6.32,33.07,75.13,38.66,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,4,Saturday,summer,75.13,2,Shahdara
1525,2021-05-10,19.63,0.97,8.53,43.92,103.71,39.08,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,5,Monday,summer,103.71,3,Shahdara
1526,2021-06-10,16.82,1.37,12.09,35.84,116.52,56.73,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,6,Thursday,monsoon,116.52,3,Shahdara
1527,2021-07-10,22.59,0.66,12.43,38.75,138.1,56.39,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,7,Saturday,monsoon,138.1,3,Shahdara
1528,2021-08-10,19.99,0.47,11.48,52.6,171.79,67.23,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Tuesday,monsoon,171.79,3,Shahdara
1529,2021-09-10,20.36,0.58,8.09,59.41,173.26,86.0,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Friday,pre-monsoon,173.26,3,Shahdara
1530,2021-10-10,18.92,0.53,7.84,56.09,174.99,80.8,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Sunday,pre-monsoon,174.99,3,Shahdara
1531,2021-11-10,17.61,0.93,7.23,62.24,145.7,72.66,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Wednesday,pre-monsoon,145.7,3,Shahdara
1532,2021-12-10,24.14,0.98,12.33,63.85,213.21,100.65,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Friday,winter,213.21,4,Shahdara
1533,2021-10-13,33.67,1.26,16.24,54.43,209.34,98.28,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Wednesday,pre-monsoon,209.34,4,Shahdara
1534,2021-10-14,37.56,1.29,12.56,73.57,197.99,81.54,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Thursday,pre-monsoon,197.99,3,Shahdara
1535,2021-10-15,46.73,1.56,12.29,73.64,203.37,87.8,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Friday,pre-monsoon,203.37,4,Shahdara
1536,2021-10-16,25.73,1.18,13.9,76.84,326.95,169.84,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Saturday,pre-monsoon,326.95,1,Shahdara
1537,2021-10-17,11.87,0.41,6.73,55.03,181.17,151.14,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Sunday,pre-monsoon,181.17,3,Shahdara
1538,2021-10-18,18.2,0.85,7.69,40.32,39.5,21.36,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Monday,pre-monsoon,40.32,0,Shahdara
1539,2021-10-19,21.83,0.51,8.33,49.66,106.94,46.09,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Tuesday,pre-monsoon,106.94,3,Shahdara
1540,2021-10-20,18.95,0.98,10.9,74.14,187.04,115.88,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Wednesday,pre-monsoon,187.04,3,Shahdara
1541,2021-10-21,20.02,2.0,10.4,85.75,186.63,118.47,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Thursday,pre-monsoon,186.63,3,Shahdara
1542,2021-10-22,15.96,1.25,9.74,78.21,146.86,84.8,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Friday,pre-monsoon,146.86,3,Shahdara
1543,2021-10-23,19.31,1.55,5.84,77.25,169.59,104.44,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Saturday,pre-monsoon,169.59,3,Shahdara
1544,2021-10-24,24.1,0.94,8.14,51.91,148.77,88.32,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Sunday,pre-monsoon,148.77,3,Shahdara
1545,2021-10-25,35.36,1.43,10.59,63.3,131.54,74.6,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Monday,pre-monsoon,131.54,3,Shahdara
1546,2021-10-26,22.47,1.53,9.1,69.7,157.29,101.92,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Tuesday,pre-monsoon,157.29,3,Shahdara
1547,2021-10-27,19.71,1.59,11.35,100.53999999999999,259.16,147.85,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Wednesday,pre-monsoon,259.16,4,Shahdara
1548,2021-10-28,23.51,1.93,6.74,100.53999999999999,266.67,180.07,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Thursday,pre-monsoon,266.67,4,Shahdara
1549,2021-10-29,16.0,1.69,7.71,100.53999999999999,258.12,168.15,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Friday,pre-monsoon,258.12,4,Shahdara
1550,2021-10-30,18.5,1.75,16.02,95.55,256.49,111.25,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Saturday,pre-monsoon,256.49,4,Shahdara
1551,2021-10-31,24.33,2.17,11.83,80.28,317.55,145.14,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Sunday,pre-monsoon,317.55,1,Shahdara
1552,2021-01-11,14.38,2.64,10.56,93.25,315.85,144.92,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,1,Monday,winter,315.85,1,Shahdara
1553,2021-02-11,23.3,1.4,9.22,80.92,287.69,122.08,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,2,Thursday,winter,287.69,4,Shahdara
1554,2021-03-11,15.26,2.18,5.56,92.06,313.18,151.71,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,3,Thursday,summer,313.18,1,Shahdara
1555,2021-04-11,10.89,1.81,4.54,79.99,493.13,277.42749999999995,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,4,Sunday,summer,493.13,1,Shahdara
1556,2021-05-11,5.97,2.43,6.95,68.03,514.84,277.42749999999995,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,5,Tuesday,summer,514.84,1,Shahdara
1557,2021-06-11,10.35,2.32,6.34,87.08,482.46,270.39,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,6,Friday,monsoon,482.46,1,Shahdara
1558,2021-07-11,9.28,2.34,3.63,85.23,526.76,271.47,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,7,Sunday,monsoon,526.76,1,Shahdara
1559,2021-08-11,15.31,1.99,5.41,100.53999999999999,408.28,225.49,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Wednesday,monsoon,408.28,1,Shahdara
1560,2021-09-11,14.89,2.4,7.55,100.53999999999999,415.78,246.28,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Saturday,pre-monsoon,415.78,1,Shahdara
1561,2021-10-11,17.08,2.52,7.34,100.53999999999999,373.03,184.89,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Monday,pre-monsoon,373.03,1,Shahdara
1562,2021-11-11,13.37,2.6450000000000005,8.01,100.53999999999999,458.03,244.92,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Thursday,pre-monsoon,458.03,1,Shahdara
1563,2021-12-11,14.85,2.6450000000000005,7.11,100.53999999999999,492.33,277.42749999999995,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Saturday,winter,492.33,1,Shahdara
1564,2021-11-13,20.17,2.15,7.35,100.53999999999999,368.82,224.95,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Saturday,pre-monsoon,368.82,1,Shahdara
1565,2021-11-14,19.47,1.8,12.91,100.53999999999999,331.67,150.74,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Sunday,pre-monsoon,331.67,1,Shahdara
1566,2021-11-15,14.33,1.93,5.92,100.53999999999999,399.39,199.82,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Monday,pre-monsoon,399.39,1,Shahdara
1567,2021-11-16,14.7,1.61,6.22,98.78,438.0,213.94,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,438.0,1,Shahdara
1568,2021-11-17,11.24,1.97,6.0,99.14,360.16,145.37,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Wednesday,pre-monsoon,360.16,1,Shahdara
1569,2021-11-18,12.22,1.94,4.72,100.53999999999999,475.37,228.74,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Thursday,pre-monsoon,475.37,1,Shahdara
1570,2021-11-19,12.48,1.39,9.27,100.53999999999999,434.15,215.46,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Friday,pre-monsoon,434.15,1,Shahdara
1571,2021-11-20,13.37,1.74,8.15,97.44,366.48,175.38,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Saturday,pre-monsoon,366.48,1,Shahdara
1572,2021-11-21,17.56,1.01,7.12,90.8,337.23,167.14,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Sunday,pre-monsoon,337.23,1,Shahdara
1573,2021-11-22,23.07,0.91,11.17,93.1,293.81,120.53,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Monday,pre-monsoon,293.81,4,Shahdara
1574,2021-11-23,18.41,1.16,10.26,78.07,288.58,133.74,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,288.58,4,Shahdara
1575,2021-11-24,18.75,1.86,12.64,100.53999999999999,469.26,222.14,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Wednesday,pre-monsoon,469.26,1,Shahdara
1576,2021-11-25,12.22,2.09,8.36,100.53999999999999,438.82,199.47,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Thursday,pre-monsoon,438.82,1,Shahdara
1577,2021-11-26,19.22,2.6450000000000005,10.74,100.53999999999999,482.79,237.69,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Friday,pre-monsoon,482.79,1,Shahdara
1578,2021-11-27,18.22,2.6450000000000005,14.29,100.53999999999999,420.96,195.82,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Saturday,pre-monsoon,420.96,1,Shahdara
1579,2021-11-28,17.64,2.2,11.76,95.31,426.81,215.01,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Sunday,pre-monsoon,426.81,1,Shahdara
1580,2021-11-29,17.32,1.72,5.67,100.53999999999999,291.51,133.44,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Monday,pre-monsoon,291.51,4,Shahdara
1581,2021-11-30,19.3,1.06,13.31,72.12,299.81,128.22,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Tuesday,pre-monsoon,299.81,4,Shahdara
1582,2021-01-12,7.25,1.9,6.52,96.52,547.22125,252.79,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,1,Tuesday,winter,547.22125,1,Shahdara
1583,2021-02-12,6.78,1.48,9.62,85.45,393.4,187.71,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,2,Friday,winter,393.4,1,Shahdara
1584,2021-03-12,13.09,1.46,9.62,63.5,359.84,166.98,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,3,Friday,summer,359.84,1,Shahdara
1585,2021-04-12,15.5,1.56,14.34,54.93,337.01,162.04,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,4,Monday,summer,337.01,1,Shahdara
1586,2021-05-12,7.72,2.4,11.54,95.62,323.99,159.31,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,5,Wednesday,summer,323.99,1,Shahdara
1587,2021-06-12,7.86,1.22,13.21,61.01,272.12,124.08,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,6,Saturday,monsoon,272.12,4,Shahdara
1588,2021-07-12,9.67,1.24,22.36,65.43,204.03,92.32,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,7,Monday,monsoon,204.03,4,Shahdara
1589,2021-08-12,13.4,1.43,22.37,64.17,190.52,75.83,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,8,Thursday,monsoon,190.52,3,Shahdara
1590,2021-09-12,11.59,1.55,13.47,77.04,283.71,115.26,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,9,Sunday,pre-monsoon,283.71,4,Shahdara
1591,2021-10-12,9.12,1.35,7.63,77.59,244.11,111.79,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,10,Tuesday,pre-monsoon,244.11,4,Shahdara
1592,2021-11-12,20.71,1.87,6.11,75.56,196.5,88.64,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,11,Friday,pre-monsoon,196.5,3,Shahdara
1593,2021-12-12,11.27,2.5,5.47,94.23,236.17,113.71,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Sunday,winter,236.17,4,Shahdara
1594,2021-12-13,16.46,2.6450000000000005,15.79,86.58,404.92,166.12,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Monday,winter,404.92,1,Shahdara
1595,2021-12-14,8.17,2.26,25.38,79.36,338.74,177.54,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Tuesday,winter,338.74,1,Shahdara
1596,2021-12-15,10.28,2.02,25.38,71.94,296.24,182.75,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Wednesday,winter,296.24,4,Shahdara
1597,2021-12-16,9.77,1.69,10.9,88.83,387.06,174.39,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Thursday,winter,387.06,1,Shahdara
1598,2021-12-17,12.47,1.6,25.38,66.02,296.1,123.57,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Friday,winter,296.1,4,Shahdara
1599,2021-12-18,9.2,1.52,7.21,69.32,286.02,126.72,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Saturday,winter,286.02,4,Shahdara
1600,2021-12-19,11.99,1.65,8.04,63.32,272.94,110.99,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Sunday,winter,272.94,4,Shahdara
1601,2021-12-20,9.0,1.79,19.52,99.56,342.97,149.8,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Monday,winter,342.97,1,Shahdara
1602,2021-12-21,9.75,2.44,12.4,100.53999999999999,512.6,226.56,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Tuesday,winter,512.6,1,Shahdara
1603,2021-12-22,4.34,2.6450000000000005,9.7,100.53999999999999,547.22125,277.42749999999995,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Wednesday,winter,547.22125,1,Shahdara
1604,2021-12-23,6.54,2.09,4.32,96.92,499.96,277.42749999999995,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Thursday,winter,499.96,1,Shahdara
1605,2021-12-24,5.98,2.07,3.05,81.74,514.11,251.48,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Friday,winter,514.11,1,Shahdara
1606,2021-12-25,4.31,2.31,2.93,74.73,547.22125,277.42749999999995,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Saturday,winter,547.22125,1,Shahdara
1607,2021-12-26,3.69,1.71,2.57,100.53999999999999,547.22125,277.42749999999995,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Sunday,winter,547.22125,1,Shahdara
1608,2021-12-27,5.0,0.81,5.99,59.56,148.05,85.86,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Monday,winter,148.05,3,Shahdara
1609,2021-12-28,3.14,1.08,5.24,94.25,300.8,143.95,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Tuesday,winter,300.8,1,Shahdara
1610,2021-12-29,4.65,1.07,4.84,80.54,253.07,104.93,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Wednesday,winter,253.07,4,Shahdara
1611,2021-12-30,6.43,0.79,4.94,70.95,283.17,116.01,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Thursday,winter,283.17,4,Shahdara
1612,2021-12-31,6.66,0.82,5.04,81.09,271.35,110.94,"IHBAS, Dilshad Garden, Delhi - CPCB",2021,12,Friday,winter,271.35,4,Shahdara
1613,2022-01-01,6.6,1.21,3.91,100.04,358.14,169.97,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,1,Saturday,winter,358.14,1,Shahdara
1614,2022-02-01,8.01,1.74,9.55,100.53999999999999,433.22,194.51,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,2,Tuesday,winter,433.22,1,Shahdara
1615,2022-03-01,8.8,0.94,4.47,100.53999999999999,393.94,173.65,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,3,Tuesday,summer,393.94,1,Shahdara
1616,2022-04-01,7.17,1.65,5.48,100.53999999999999,394.88,159.21,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,4,Friday,summer,394.88,1,Shahdara
1617,2022-05-01,4.72,1.39,4.1,100.53999999999999,478.72,230.4,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,5,Sunday,summer,478.72,1,Shahdara
1618,2022-06-01,6.2,1.18,13.5,68.62,175.19,61.43,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,6,Wednesday,monsoon,175.19,3,Shahdara
1619,2022-07-01,6.62,0.58,15.05,58.32,116.73,52.13,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,7,Friday,monsoon,116.73,3,Shahdara
1620,2022-08-01,6.6,0.81,16.75,54.9,97.13,34.14,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,8,Monday,monsoon,97.13,2,Shahdara
1621,2022-09-01,6.97,0.76,15.8,44.66,96.44,50.91,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,9,Thursday,pre-monsoon,96.44,2,Shahdara
1622,2022-10-01,7.76,1.0,16.47,74.23,170.63,84.24,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,10,Saturday,pre-monsoon,170.63,3,Shahdara
1623,2022-11-01,6.85,0.22,9.81,79.95,189.65,92.41,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,11,Tuesday,pre-monsoon,189.65,3,Shahdara
1624,2022-12-01,7.46,0.66,8.71,96.43,179.93,86.49,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,12,Thursday,winter,179.93,3,Shahdara
1625,2022-01-13,6.6,1.75,3.97,100.53999999999999,292.16,143.68,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,1,Thursday,winter,292.16,4,Shahdara
1626,2022-01-14,5.97,1.21,3.61,99.19,329.09,170.46,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,1,Friday,winter,329.09,1,Shahdara
1627,2022-01-15,6.52,0.86,4.44,72.89,186.13,114.01,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,1,Saturday,winter,186.13,3,Shahdara
1628,2022-01-16,7.49,0.7,4.86,74.74,200.36,112.63,"IHBAS, Dilshad Garden, Delhi - CPCB",2022,1,Sunday,winter,200.36,4,Shahdara
